573000	19962,18868,16653,19615
5539250	7868
835000	19632
2168250	7868
1517000	16376,15086,19903
1324500	5336,7868,8028
4097500	5190,20655
8353250	7560,12285,27205
6358500	10194
5899750	12220
8160750	17641,15308,22244,18529
5654000	5896,18672
4533750	5290
6258500	1432,12068,20471
12028500	15368,28059,11196,11679
10069500	7868
3520000	23409,22058,1700,28065
11936000	1962,10948
10229250	8689,24541
8799750	20826
8149250	11196,4949,11679
11114000	21092,25372
1492500	28899,24886,16540,13554,21683,3926,2267,6876,11679
6921750	29497,19458,19197
2676250	4970,14535,740,15527
8617500	11280,27625,26619,28270,20367
9694750	9838
1812000	11196,29077
3913250	10136,8409,9242,8689
9352750	28759
9973000	18227,23475,25260,5429,15158
8435250	7105,11080,18730,16110,14261,23896,16540
4102750	26843
861750	28924
5911250	12352
200250	12352
1074750	16550,11080,12220,2257,3699,27092,22556
8040000	10144,23649,15138,18275,20484,3720,25372,21994,12285,16797,28276,5372,7868,17400,27791,17084,11018,2655
6301250	29547,574,11543
6205000	10352
2428500	13216,17153
892500	6740,15019,23516,3852
2182750	18808,16974,16373,18758
5052000	7868
11632250	25022
5082750	17280,6740,21796
10309250	6498,18996,14942
5754500	28752
745750	21071
11493000	8689,7868,22828,29022,22727
8730250	12068,911
11283500	12220
12015250	11080
9706000	13765,679,12168,18508,9612,28653,22094,849,6740,949,20297,9275,6364,21865
7927750	18624,25372
4658500	17453,679
6766250	12285
4259500	11176,15019,29099
6872750	20393,26111
11949750	13554,2963,6571,2198
10064500	28466,26571,12220,22583
4376250	8689,27407
5693000	14020,21899,22916,2655
599750	20297,27785
2807500	7552,10593,1253,12512,19149,29203,27117,9916
9513250	23662,22319
11874000	18180,12220,13844,4220,4510,11679
6807250	5712,22393,14261
11169500	21078,17640,366,27407,18196,14294,12828
5078750	21110
11894500	15138
6571750	17706,155,16540,15086
5910250	937
2891500	26722,2257,3627,14161,819,8724,4949,14580,8027
3524750	4808,17920,26871
7002750	7868
448250	15911
3317500	7105,27514,679
7898750	7868
10592000	8816,7868,12220,14261
8243500	4931,11196,4949
5226250	8689
415500	23164
5642000	11176,3723,14318,25424,5620,4949,10840
1247000	25635
12154500	7105,7868,12933,11176,20297,17640,4949,19574,12475,20476
6412250	3723,7260,15159
5812000	17641,2683,19993
7657250	2043,1756,29445
12275500	21930
2771250	26314,29490,255
9512750	27205,25991,4239,25651,17880,19903
9685000	3185,9569
4712250	2963,18388,20902
4073250	17153,27415
9842500	6148,11176,10908,19048,4499,7380,11605,7868,4125,18805
3549000	5184,5285,14261,5957,27407
11794250	3068,11679
7143250	637,22087
8529750	10136,16609,15138,28059,22583
1724250	15672,16176,3228
2033500	12352,8689,712,11465,3627,11176,4949,12220
11046750	7169
10588000	14020,15138,16628
2251750	22727
11313000	7105,23491,23143,11196,11018,27406,6482,3228
239250	28481,3619,3068
11984750	6672,15507,21796,3627,14261,15934,25653,28230,25927,20425,2257,28370,6740,993,26722,2683,20207,8689,21110,22393,251,25086
3590000	28924
8215250	24628
528250	155,2963,8693
69500	25346,387,3273,15315,18196,5598,17119
10831750	5640
9199500	24969
8701250	1884
19500	11080
6234000	17020,19875,21372,9021
9103250	9563
1074500	16602
2148250	14294
8910750	12688,27514,3590,24503
11734000	14490,21219
6713250	2945,2367,1758,11857
1699500	24715,16716
8622000	14976,8702
11747250	18730,155,11244,13093,16918
8216500	22552,3746,25308
10322250	1731,10702,1903
8845250	26464,24196,12394,4939,13070,17297,22484,13493,15446,25631
9463750	15138
4503500	11936,24193
2050000	14242,21659,17960,12329,26127,26866,18996,24377,5306,27791
10653250	18024,20180,2655
2103250	6290,7567,25372,12394,28855
9121750	15946,7868,21838
2316250	9688,10948,679
65500	6050,15018,21078,15639
5292000	21672
4087750	21672,251,27791
11552750	23448,16011
4153000	21865
8949750	4808,16818,17438,29446
12384250	21747
12234750	21632,26736
